,All people aged 16 and over in households,Living in a couple: Married or in a registered same-sex civil partnership,Living in a couple: Cohabiting,Not living in a couple: Single (never married or never registered a same-sex civil partnership),Not living in a couple: Married or in a registered same-sex civil partnership,Not living in a couple: Separated (but still legally married or still legally in a same-sex civil partnership),Not living in a couple: Divorced or formerly in a same-sex civil partnership which is now legally dissolved,Not living in a couple: Widowed or surviving partner from a same-sex civil partnership
S01005087,402,202,36,75,5,8,30,46
S01005088,462,280,28,78,2,7,23,44
S01005089,631,356,47,107,4,7,37,73
S01005090,724,398,68,128,3,12,34,81
S01005091,552,348,34,67,2,7,23,71
S01005092,571,286,72,100,5,10,38,60
S01005093,603,266,86,141,-,13,47,50
S01005094,633,414,74,91,1,11,21,21
S01005095,1289,800,126,196,6,20,62,79
S01005096,573,312,82,94,2,20,24,39
S01005097,673,410,58,113,11,6,28,47
S01005098,602,318,74,103,-,15,33,59
S01005099,678,366,44,134,5,13,33,83
S01005100,718,436,68,138,2,14,30,30
S01005101,832,364,134,189,3,16,55,71
S01005102,711,422,62,134,2,19,28,44
S01005103,805,472,94,131,5,20,41,42
S01005104,523,312,56,94,10,10,15,26
S01005105,745,338,96,187,-,22,49,53
S01005106,460,220,34,102,3,8,40,53
S01005107,375,226,55,49,-,6,11,28
S01005108,522,274,68,94,1,8,36,41
S01005109,1154,776,100,165,8,19,34,52
S01005110,978,554,94,178,4,26,54,68
S01005111,444,254,36,78,-,14,28,34
S01005112,693,416,56,123,9,15,37,37
S01005113,873,440,122,170,7,25,44,65
S01005114,761,294,148,187,4,24,59,45
S01005115,732,369,92,145,7,14,50,55
S01005116,527,266,68,97,8,11,36,41
S01005117,768,492,80,105,4,15,16,56
S01005118,681,360,70,115,7,11,46,72
S01005119,619,450,28,74,3,5,10,49
S01005120,557,350,36,85,3,10,19,54
S01005121,756,472,74,126,3,11,27,43
S01005122,719,390,70,126,4,18,48,63
S01005123,654,408,34,95,4,10,27,76
S01005124,587,302,52,132,4,8,29,60
S01005125,714,202,132,183,8,22,81,86
S01005126,512,310,56,88,-,11,20,27
S01005127,537,226,52,140,9,21,31,58
S01005128,827,422,90,158,5,15,55,82
S01005129,771,418,74,163,6,13,48,49
S01005130,528,198,74,144,10,11,48,43
S01005131,778,390,106,152,1,23,39,67
S01005132,567,304,74,111,4,9,27,38
S01005133,342,196,44,55,3,3,19,22
S01005134,849,412,110,161,4,17,52,93
S01005135,644,344,88,114,1,11,38,48
S01005136,682,272,96,177,14,12,50,61
S01005137,783,474,78,140,4,12,35,40
S01005138,947,466,110,216,4,17,53,81
S01005139,537,266,74,107,7,18,26,39
S01005140,514,314,56,92,4,5,11,32
S01005141,717,412,68,114,9,16,42,56
S01005142,499,296,42,71,2,8,31,49
S01005143,909,396,104,232,8,27,53,89
S01005144,945,486,102,194,15,10,51,87
S01005145,624,342,64,107,3,8,36,64
S01005146,579,338,57,102,5,15,24,38
S01005147,738,402,92,134,10,21,36,43
S01005148,661,362,66,135,8,22,33,35
S01005149,492,238,46,114,2,9,37,46
S01005150,529,284,54,112,2,11,27,39
S01005151,566,278,52,149,1,9,35,42
S01005152,1100,690,98,225,3,12,34,38
S01005153,690,426,54,120,3,14,38,35
S01005154,535,300,66,97,4,12,18,38
S01005155,560,326,40,117,1,11,25,40
S01005156,537,240,70,138,2,12,35,40
S01005157,725,252,94,215,4,21,63,76
S01005158,588,310,40,136,2,18,32,50
S01005159,754,326,62,211,2,22,39,92
S01005160,876,352,88,243,6,22,63,102
S01005161,739,328,94,229,4,19,40,25
S01005162,750,254,86,243,9,29,66,63
S01005163,509,178,50,172,3,11,40,55
S01005164,721,334,76,185,5,14,54,53
S01005165,608,242,56,170,1,23,50,66
S01005166,757,314,77,217,2,34,50,63
S01005167,501,146,60,203,2,22,41,27
S01005168,555,290,60,138,6,16,26,19
S01005169,487,254,48,112,2,13,24,34
S01005170,661,372,44,167,2,7,25,44
S01005171,642,234,48,217,6,20,49,68
S01005172,1069,680,108,194,1,26,41,19
S01005173,555,298,36,144,5,19,25,28
S01005174,530,162,48,167,3,21,69,60
S01005175,673,364,60,147,4,17,27,54
S01005176,566,162,58,218,2,24,42,60
S01005177,650,142,96,270,1,31,71,39
S01005178,801,350,78,226,4,20,34,89
S01005179,763,321,100,215,4,23,66,34
S01005180,692,420,30,164,7,8,28,35
S01005181,700,436,50,140,1,13,29,31
S01005182,581,140,78,233,3,27,60,40
S01005183,750,278,72,239,5,21,67,68
S01005184,630,154,82,270,5,25,56,38
S01005185,429,174,42,109,3,22,31,48
S01005186,666,288,44,153,1,14,51,115
S01005187,866,376,98,210,4,25,70,83
S01005188,758,514,32,144,2,10,16,40
S01005189,735,252,78,214,5,24,74,88
S01005190,733,438,44,146,4,22,27,52
S01005191,687,258,84,225,7,27,51,35
S01005192,923,468,74,212,11,29,53,76
S01005193,646,406,32,121,4,17,20,46
S01005194,498,232,48,124,1,12,35,46
S01005195,741,468,54,142,3,10,24,40
S01005196,564,164,90,207,2,31,46,24
S01005197,635,176,90,188,4,18,78,81
S01005198,735,420,30,183,5,14,36,47
S01005199,669,280,60,223,3,17,33,53
S01005200,465,238,38,111,10,12,20,36
S01005201,763,284,76,235,6,21,60,81
S01005202,706,268,70,206,6,18,50,88
S01005203,667,352,48,144,2,19,43,59
S01005204,433,256,32,80,7,15,22,21
S01005205,897,430,130,236,9,21,36,35
S01005206,826,464,42,198,4,16,40,62
S01005207,756,260,76,238,4,28,61,89
S01005208,461,100,70,180,3,19,44,45
S01005209,763,310,46,222,3,22,66,94
S01005210,852,220,54,253,6,32,108,179
S01005211,571,160,52,205,2,26,66,60
S01005212,478,216,40,136,5,19,24,38
S01005213,768,396,76,172,2,27,42,53
S01005214,766,164,96,312,7,50,83,54
S01005215,802,326,64,222,5,13,58,114
S01005216,587,180,94,206,2,28,47,30
S01005217,677,314,72,199,2,20,50,20
S01005218,805,240,70,251,3,32,86,123
S01005219,737,316,58,234,4,19,40,66
S01005220,575,214,78,161,12,18,45,47
S01005221,541,302,46,126,3,9,23,32
S01005222,468,178,48,170,1,22,20,29
S01005223,615,272,52,163,2,14,44,68
S01005224,582,340,52,141,1,13,22,13
S01005225,815,426,74,210,4,16,34,51
S01005226,424,180,32,146,3,12,27,24
S01005227,894,274,134,293,2,38,81,72
S01005228,727,456,52,137,2,7,25,48
S01005229,984,210,144,428,14,45,97,46
S01005230,658,296,74,157,6,18,51,56
S01005231,588,254,82,163,5,12,42,30
S01005232,916,258,100,280,10,38,103,127
S01005233,586,164,68,172,6,25,72,79
S01005234,1125,420,150,380,11,40,81,43
S01005235,554,212,112,151,3,20,27,29
S01005236,938,436,88,256,9,31,67,51
S01005237,865,502,34,195,5,6,21,102
S01005238,696,338,68,157,-,18,36,79
S01005239,853,196,102,361,9,32,97,56
S01005240,711,118,90,294,11,41,92,65
S01005241,800,504,46,143,3,8,18,78
S01005242,971,188,110,436,7,45,100,85
S01005243,915,146,130,412,11,41,111,64
S01005244,733,458,36,147,3,12,13,64
S01005245,590,112,84,257,17,18,69,33
S01005246,744,98,92,351,1,32,118,52
S01005247,416,86,44,191,5,24,46,20
S01005248,562,118,58,221,8,16,64,77
S01005249,744,116,120,369,5,32,68,34
S01005250,715,88,110,371,6,42,73,25
S01005251,635,186,78,251,4,34,53,29
S01005252,392,100,56,156,4,17,29,30
S01005253,406,178,62,110,-,16,31,9
S01005254,635,174,106,230,5,34,63,23
S01005255,615,112,60,253,4,28,86,72
S01005256,692,384,58,172,3,13,31,31
S01005257,785,306,90,241,4,20,53,71
S01005258,829,490,48,169,3,19,37,63
S01005259,402,116,48,160,4,22,25,27
S01005260,544,134,60,181,3,25,74,67
S01005261,473,120,68,207,1,31,30,16
S01005262,967,392,120,254,8,32,53,108
S01005263,419,78,36,205,3,30,39,28
S01005264,546,196,48,146,1,20,45,90
S01005265,403,70,62,177,3,19,49,23
S01005266,721,272,64,217,3,22,60,83
S01005267,817,278,105,270,3,24,56,81
S01005268,1135,182,180,521,9,52,127,64
S01005269,783,340,84,177,7,21,55,99
S01005270,874,496,60,173,1,21,27,96
S01005271,441,288,20,85,4,3,13,28
S01005272,433,72,44,218,1,21,38,39
S01005273,580,298,40,146,1,18,35,42
S01005274,622,150,58,213,5,28,86,82
S01005275,497,106,64,203,6,24,69,25
S01005276,584,196,60,181,2,23,48,74
S01005277,527,256,36,154,3,18,31,29
S01005278,685,302,48,183,2,16,61,73
S01005279,420,260,36,71,-,11,15,27
S01005280,622,140,72,237,7,16,87,63
S01005281,589,242,66,174,2,20,36,49
S01005282,574,156,96,208,4,21,43,46
S01005283,639,418,32,110,6,9,30,34
S01005284,528,122,48,204,4,26,67,57
S01005285,542,286,48,131,1,18,26,32
S01005286,635,412,30,114,3,13,25,38
S01005287,835,326,104,294,12,25,43,31
S01005288,623,250,54,182,5,16,43,73
S01005289,802,268,112,262,5,34,65,56
S01005290,509,178,82,124,5,25,47,48
S01005291,580,322,54,130,1,15,27,31
S01005292,601,174,68,246,1,14,58,40
S01005293,626,228,51,179,6,23,72,67
S01005294,444,314,28,60,4,7,19,12
S01005295,485,160,68,153,2,13,52,37
S01005296,645,426,24,132,6,13,18,26
S01005297,570,340,18,112,7,18,11,64
S01005298,843,510,64,193,3,13,32,28
S01005299,454,278,28,84,2,8,9,45
S01005300,735,432,64,157,1,12,33,36
S01005301,674,416,44,144,2,14,20,34
S01005302,832,348,94,211,6,25,64,84
S01005303,701,324,72,175,7,19,40,64
S01005304,569,316,52,114,4,14,20,49
S01005305,611,240,64,183,4,23,32,65
S01005306,715,434,42,167,1,17,32,22
S01005307,753,512,36,154,3,9,21,18
S01005308,400,124,48,146,3,15,38,26
S01005309,725,330,66,181,6,30,55,57
S01005310,849,316,88,199,8,36,77,125
S01005311,686,338,74,172,4,21,44,33
S01005312,854,372,134,222,12,32,52,30
S01005313,727,374,54,207,2,15,33,42
S01005314,407,286,8,77,-,2,6,28
S01005315,588,192,92,205,1,30,50,18
S01005316,714,368,54,160,6,20,29,77
S01005317,451,290,36,82,1,6,6,30
S01005318,480,230,28,118,6,13,20,65
S01005319,523,336,16,121,3,11,16,20
S01005320,500,258,28,122,1,18,28,45
S01005321,517,216,38,138,5,11,38,71
S01005322,1390,658,176,377,10,49,76,44
S01005323,648,262,36,190,12,28,38,82
S01005324,689,272,64,219,2,25,60,47
S01005325,1866,696,320,567,10,76,127,70
S01005326,712,178,98,256,8,37,81,54
S01005327,490,158,40,192,5,19,50,26
S01005328,626,74,84,294,6,43,102,23
S01005329,528,284,50,136,4,13,25,16
S01005330,581,248,50,144,3,24,36,76
S01005331,584,176,50,206,5,21,60,66
S01005332,464,256,38,85,6,9,21,49
S01005333,676,418,36,144,6,12,24,36
S01005334,871,500,92,177,1,15,39,47
S01005335,426,260,22,110,6,1,10,17
S01005336,473,254,36,115,4,9,24,31
S01005337,718,436,34,177,4,13,23,31
S01005338,427,278,26,99,2,9,6,7
S01005339,610,316,60,143,1,13,35,42
S01005340,438,244,28,103,5,11,25,22
S01005341,516,256,20,138,7,14,36,45
S01005342,602,290,42,162,3,26,31,48
S01005343,732,438,54,163,2,11,27,37
S01005344,579,276,36,143,4,22,44,54
S01005345,594,356,16,165,-,13,22,22
S01005346,662,404,34,179,7,7,18,13
S01005347,572,344,40,129,2,14,24,19
S01005348,696,326,50,174,6,24,61,55
S01005349,682,372,54,177,2,13,27,37
S01005350,586,374,24,133,1,11,11,32
S01005351,915,464,82,233,8,30,43,55
S01005352,724,324,52,183,3,32,50,80
S01005353,830,356,80,213,5,27,62,87
S01005354,722,454,24,175,-,8,27,34
S01005355,588,264,56,163,3,18,37,47
S01005356,567,366,28,101,3,2,16,51
S01005357,647,256,64,178,2,18,43,86
S01005358,649,316,44,158,11,25,42,53
S01005359,707,448,38,142,5,15,22,37
S01005360,665,442,28,142,1,8,10,34
S01005361,780,510,48,146,4,13,21,38
S01005362,663,340,60,121,5,10,37,90
S01005363,563,330,52,95,6,11,33,36
S01005364,773,498,82,118,7,9,22,37
S01005365,689,438,54,124,4,9,30,30
S01005366,582,358,50,100,3,8,25,38
S01005367,662,232,90,154,2,21,70,93
S01005368,512,206,64,140,3,14,49,36
S01005369,861,282,96,257,11,38,94,83
S01005370,710,368,78,140,2,16,38,68
S01005371,818,480,86,136,1,12,49,54
S01005372,781,298,108,205,6,22,55,87
S01005373,643,256,56,182,4,20,45,80
S01005374,779,288,116,204,2,20,75,74
S01005375,797,422,68,169,5,20,43,70
S01005376,837,422,106,169,8,26,36,70
S01005377,699,316,84,162,4,17,47,69
S01005378,590,230,97,162,4,22,43,32
S01005379,742,364,111,138,1,18,48,62
S01005380,518,226,82,109,4,21,39,37
S01005381,487,192,80,118,1,13,46,37
S01005382,579,194,122,161,3,19,46,34
S01005383,491,316,46,75,1,13,16,24
S01005384,805,518,94,111,5,5,31,41
S01005385,809,494,82,119,9,14,56,35
S01005386,555,300,67,86,3,10,33,56
S01005387,746,388,92,145,3,21,38,59
S01005388,623,328,66,123,7,20,29,50
S01005389,665,216,80,179,4,26,63,97
S01005390,674,324,88,140,2,30,43,47
S01005391,608,320,58,125,5,10,35,55
S01005392,694,412,70,117,1,16,42,36
S01005393,741,410,82,140,2,12,38,57
S01005394,694,426,54,121,9,14,36,34
S01005395,805,500,57,152,9,16,30,41
S01005396,600,330,88,99,3,15,26,39
S01005397,487,262,32,83,10,10,30,60
S01005398,811,500,58,132,1,22,35,63
S01005399,816,370,64,179,6,26,60,111
S01005400,811,356,98,206,6,25,70,50
S01005401,712,392,74,113,7,16,36,74
S01005402,869,412,120,215,2,16,55,49
S01005403,731,338,94,178,1,21,57,42
S01005404,812,482,64,145,6,19,48,48
S01005405,473,272,36,82,2,11,35,35
S01005406,460,242,48,61,3,8,30,68
S01005407,1148,724,132,142,5,23,47,75
S01005408,483,198,88,94,6,16,42,39
S01005409,586,328,66,109,1,9,42,31
S01005410,828,478,112,127,5,13,48,45
S01005411,823,502,80,117,1,16,44,63
S01005412,779,424,58,134,4,29,51,79
S01005413,812,226,120,279,7,21,74,85
S01005414,804,430,72,146,5,17,45,89
S01005415,837,456,52,146,7,20,40,116
S01005416,809,296,110,180,4,27,75,117
S01005417,926,506,130,169,7,18,59,37
S01005418,928,534,74,157,10,32,44,77
S01005419,607,322,50,119,5,13,36,62
S01005420,627,408,44,105,3,6,20,41
S01005421,704,370,71,159,2,19,44,39
S01005422,667,350,44,124,5,14,45,85
S01005423,799,426,92,157,2,24,55,43
S01005424,687,346,74,162,3,20,50,32
S01005425,764,256,135,204,8,19,83,59
S01005426,623,228,80,182,9,24,52,48
S01005427,665,214,92,197,4,16,53,89
S01005428,879,386,98,252,5,21,59,58
S01005429,617,200,52,207,17,14,67,60
S01005430,487,310,24,84,2,4,21,42
S01005431,548,230,72,147,3,16,46,34
S01005432,617,220,104,183,2,15,41,52
S01005433,726,272,100,237,10,16,54,37
S01005434,717,178,122,312,8,21,48,28
S01005435,902,472,100,174,1,12,60,83
S01005436,769,354,86,201,1,21,52,54
S01005437,763,374,106,169,4,23,51,36
S01005438,638,316,60,148,1,21,37,55
S01005439,595,222,86,161,6,22,53,45
S01005440,1007,582,136,164,5,28,51,41
S01005441,836,360,154,198,8,17,62,37
S01005442,1472,930,162,229,13,35,55,48
S01005443,952,546,96,183,4,22,47,54
S01005444,1068,634,120,184,7,16,49,58
S01005445,827,448,80,144,5,20,39,91
S01005446,624,288,72,138,3,26,52,45
S01005447,740,452,52,121,4,21,43,47
S01005448,714,418,66,134,4,17,33,42
S01005449,767,472,76,123,7,13,35,41
S01005450,1008,528,84,196,5,18,71,106
S01005451,758,430,58,131,8,16,42,73
S01005452,735,540,24,87,7,11,19,47
S01005453,659,330,80,120,4,18,38,69
S01005454,750,360,80,137,9,19,61,84
S01005455,786,292,84,207,8,22,77,96
S01005456,700,344,82,157,3,14,47,53
S01005457,778,338,90,195,4,18,62,71
S01005458,563,230,96,122,1,17,47,50
S01005459,746,450,72,124,14,16,35,35
S01005460,691,390,76,131,-,16,39,39
S01005461,621,346,82,97,4,9,42,41
S01005462,911,558,94,135,10,11,41,62
S01005463,487,258,66,94,1,19,15,34
S01005464,533,284,52,104,1,13,32,47
S01005465,490,254,56,84,2,17,30,47
S01005466,899,538,130,139,7,13,41,31
S01005467,432,256,28,81,1,5,25,36
S01005468,731,436,94,112,6,16,26,41
S01005469,748,428,86,109,15,21,44,45
S01005470,587,350,44,83,5,8,37,60
S01005471,581,390,34,82,3,11,21,40
S01005472,1089,672,158,153,5,23,48,30
S01005473,814,470,66,156,8,18,46,50
S01005474,754,362,54,154,2,10,50,122
S01005475,743,484,78,107,5,11,26,32
S01005476,699,456,82,95,5,6,32,23
S01005477,706,368,78,141,5,20,42,52
S01005478,637,310,46,152,8,16,61,44
S01005479,488,270,44,93,5,11,19,46
S01005480,1096,686,118,163,11,15,46,57
S01005481,554,284,70,125,2,15,20,38
S01005482,565,320,74,103,2,7,29,30
S01005483,752,412,112,113,3,15,51,46
S01005484,465,256,50,78,1,14,25,41
S01005485,673,320,72,149,2,12,47,71
S01005486,725,360,72,158,2,18,56,59
S01005487,629,258,68,148,5,17,46,87
S01005488,646,312,114,131,1,18,34,36
S01005489,798,450,96,136,10,20,43,43
S01005490,573,302,44,118,3,8,39,59
S01005491,710,414,56,130,10,17,41,42
S01005492,751,412,88,142,7,16,45,41
S01005493,566,346,50,108,-,13,24,25
S01005494,661,354,80,154,2,11,31,29
S01005495,620,324,68,146,5,10,27,40
S01005496,860,454,108,194,10,12,33,49
S01005497,650,404,74,115,1,14,15,27
S01005498,810,310,126,231,20,18,50,55
S01005499,498,186,84,151,1,12,41,23
S01005500,584,268,82,134,13,14,42,31
S01005501,813,396,88,223,8,17,42,39
S01005502,718,312,86,164,6,27,49,74
S01005503,503,212,66,139,5,10,26,45
S01005504,527,182,112,141,4,10,34,44
S01005505,505,174,100,128,3,13,45,42
S01005506,741,262,112,235,16,16,41,59
S01005507,487,180,68,151,11,11,45,21
S01005508,599,214,98,187,9,8,48,35
S01005509,487,244,80,99,6,15,21,22
S01005510,554,322,70,98,2,13,23,26
S01005511,502,276,56,111,3,8,20,28
S01005512,551,274,66,124,8,8,27,44
S01005513,639,330,74,141,9,10,36,39
S01005514,500,264,62,115,4,8,20,27
S01005515,441,260,36,109,3,3,7,23
S01005516,456,268,38,106,7,5,7,25
S01005517,763,342,96,201,7,27,53,37
S01005518,825,384,140,199,16,16,41,29
S01005519,537,274,54,130,6,8,28,37
S01005520,788,462,88,150,2,10,14,62
S01005521,580,314,42,119,2,10,32,61
S01005522,539,302,44,101,3,14,23,52
S01005523,664,386,60,125,3,15,27,48
S01005524,632,372,68,108,5,11,26,42
S01005525,539,280,78,88,4,16,27,46
S01005526,523,192,100,129,1,26,40,35
S01005527,383,140,52,119,2,8,29,33
S01005528,466,208,52,103,1,4,39,59
S01005529,752,360,106,157,3,12,46,68
S01005530,497,194,52,142,-,15,49,45
S01005531,475,216,44,110,-,14,41,50
S01005532,694,326,64,152,9,16,34,93
S01005533,621,318,58,118,5,12,42,68
S01005534,512,246,54,119,2,9,35,47
S01005535,693,326,92,162,4,17,33,59
S01005536,764,460,76,131,5,15,29,48
S01005537,614,318,46,144,7,21,25,53
S01005538,695,382,86,137,5,8,31,46
S01005539,721,372,74,132,9,27,42,65
S01005540,595,242,74,175,-,14,50,40
S01005541,527,216,56,149,2,15,43,46
S01005542,616,292,68,141,6,14,47,48
S01005543,615,296,74,138,5,19,38,45
S01005544,578,218,72,167,4,13,39,65
S01005545,972,584,78,199,8,13,32,58
S01005546,616,344,70,122,3,6,26,45
S01005547,773,420,76,144,6,25,56,46
S01005548,985,642,58,190,11,13,24,47
S01005549,1192,676,118,240,6,30,55,67
S01005550,498,368,16,65,3,3,8,35
S01005551,757,562,22,83,4,8,20,58
S01005552,615,434,24,92,2,6,10,47
S01005553,669,456,26,113,4,5,18,47
S01005554,578,372,22,96,5,8,15,60
S01005555,662,510,26,71,4,5,6,40
S01005556,505,270,28,96,3,9,30,69
S01005557,566,270,66,143,2,16,34,35
S01005558,614,402,40,85,1,9,21,56
S01005559,491,212,58,143,2,17,34,25
S01005560,480,180,82,134,3,14,47,20
S01005561,725,442,44,142,2,14,31,50
S01005562,739,494,30,99,2,9,22,83
S01005563,653,244,72,192,4,23,54,64
S01005564,702,488,30,105,9,7,20,43
S01005565,473,302,24,76,1,8,11,51
S01005566,427,148,58,111,2,15,43,50
S01005567,827,356,82,203,3,21,61,101
S01005568,450,206,44,110,2,12,38,38
S01005569,584,358,54,105,8,10,18,31
S01005570,618,298,68,139,3,14,39,57
S01005571,554,320,58,116,1,6,28,25
S01005572,646,416,42,94,3,7,20,64
S01005573,562,260,68,137,4,15,34,44
S01005574,690,326,64,174,4,14,42,66
S01005575,571,358,40,103,5,12,19,34
S01005576,673,334,42,179,7,16,35,60
S01005577,665,370,66,107,4,20,37,61
S01005578,770,358,78,184,2,16,57,75
S01005579,783,470,52,165,6,11,37,42
S01005580,464,280,12,72,5,13,21,61
S01005581,629,282,40,155,10,8,57,77
S01005582,636,346,40,129,6,12,41,62
S01005583,558,324,24,107,3,9,29,62
S01005584,470,306,38,82,4,5,13,22
S01005585,811,214,86,295,16,24,91,85
S01005586,690,250,72,163,8,8,54,135
S01005587,795,364,86,204,2,26,40,73
S01005588,603,214,46,130,8,23,89,93
S01005589,1166,304,186,389,21,49,136,81
S01005590,699,132,104,293,12,23,85,50
S01005591,781,288,74,235,7,29,61,87
S01005592,359,68,66,142,2,14,52,15
S01005593,639,254,66,188,1,21,39,70
S01005594,860,162,138,317,19,41,117,66
S01005595,637,214,90,197,5,26,60,45
S01005596,426,168,40,130,1,16,32,39
S01005597,866,308,104,272,9,23,69,81
S01005598,818,182,140,303,5,47,94,47
S01005599,489,168,64,149,1,23,48,36
S01005600,602,150,106,230,2,21,52,41
S01005601,582,238,78,146,2,16,43,59
S01005602,523,178,54,173,4,20,32,62
S01005603,514,176,74,161,7,23,37,36
S01005604,377,148,40,126,-,12,32,19
S01005605,807,354,92,198,7,24,41,91
S01005606,529,218,66,145,1,21,41,37
S01005607,552,260,56,133,3,12,44,44
S01005608,710,404,68,137,1,16,41,43
S01005609,694,294,82,189,6,19,53,51
S01005610,459,218,36,111,1,14,23,56
S01005611,527,150,88,189,1,20,49,30
S01005612,614,328,80,127,2,28,32,17
S01005613,653,282,65,174,1,20,49,62
S01005614,623,310,48,167,-,14,36,48
S01005615,815,338,100,207,5,22,59,84
S01005616,536,292,44,100,6,13,37,44
S01005617,619,274,70,161,4,9,42,59
S01005618,529,196,50,135,3,13,63,69
S01005619,446,264,36,87,3,13,22,21
S01005620,419,208,38,97,6,10,26,34
S01005621,515,272,36,132,2,14,30,29
S01005622,759,440,60,130,4,14,20,91
S01005623,599,280,40,161,3,17,44,54
S01005624,737,470,42,144,5,9,22,45
S01005625,749,398,58,153,6,20,38,76
S01005626,660,289,74,174,4,19,52,48
S01005627,539,338,34,89,2,6,20,50
S01005628,862,362,138,205,6,25,60,66
S01005629,665,420,36,115,2,15,22,55
S01005630,460,210,42,103,5,15,40,45
S01005631,584,284,58,126,2,22,36,56
S01005632,437,182,50,107,7,13,31,47
S01005633,593,254,56,151,2,14,55,61
S01005634,632,374,38,112,7,12,39,50
S01005635,672,354,76,138,4,8,30,62
S01005636,696,394,26,125,6,6,39,100
S01005637,865,456,108,173,2,12,47,67
S01005638,822,416,52,182,9,25,58,80
S01005639,568,262,60,144,2,14,39,47
S01005640,555,302,64,109,2,16,28,34
S01005641,859,450,84,211,6,14,49,45
S01005642,641,396,32,127,6,11,13,56
S01005643,519,320,24,93,8,7,24,43
S01005644,560,390,8,100,2,5,8,47
S01005645,703,440,32,118,1,8,32,72
S01005646,642,226,74,174,4,29,65,70
S01005647,663,360,36,120,6,15,40,86
S01005648,724,416,42,142,5,14,40,65
S01005649,875,314,122,225,4,41,87,82
S01005650,438,180,46,126,1,17,38,30
S01005651,641,196,114,178,3,28,57,65
S01005652,549,330,56,99,6,7,25,26
S01005653,670,314,64,161,3,26,51,51
S01005654,626,292,56,141,3,28,50,56
S01005655,867,510,90,144,8,15,30,70
S01005656,661,216,82,166,4,28,74,91
S01005657,446,222,56,69,-,9,39,51
S01005658,677,422,54,132,2,7,27,33
S01005659,761,512,56,133,1,14,14,31
S01005660,489,180,62,142,1,14,60,30
S01005661,497,258,58,115,1,10,34,21
S01005662,486,314,26,96,1,3,15,31
S01005663,533,346,30,89,11,5,13,39
S01005664,437,272,36,84,4,11,17,13
S01005665,387,228,32,76,1,11,24,15
S01005666,1001,510,130,203,3,19,52,84
S01005667,627,394,32,113,3,11,29,45
S01005668,648,330,94,132,5,16,34,37
S01005669,431,228,60,83,4,9,21,26
S01005670,629,328,66,134,9,22,36,34
S01005671,430,230,52,79,4,9,16,40
S01005672,664,260,96,184,1,24,43,56
S01005673,540,316,40,100,5,14,32,33
S01005674,718,352,64,137,8,35,34,88
S01005675,774,296,128,209,6,20,64,51
S01005676,683,344,60,181,1,12,33,52
S01005677,664,438,60,99,2,10,20,35
S01005678,715,448,58,119,4,10,24,52
S01005679,826,388,82,185,10,26,33,102
S01005680,651,402,64,124,4,12,17,28
S01005681,793,412,58,153,5,19,46,100
S01005682,623,326,50,128,3,21,32,63
S01005683,653,240,80,188,-,28,46,71
S01005684,911,438,108,211,2,28,42,82
S01005685,562,344,44,112,4,13,18,27
S01005686,639,338,50,125,5,18,37,66
S01005687,590,374,40,114,4,8,31,19
S01005688,764,448,70,145,-,26,33,42
S01005689,405,272,18,70,1,6,16,22
S01005690,616,344,72,109,3,8,43,37
S01005691,568,354,42,110,4,17,19,22
S01005692,547,306,54,106,3,15,32,31
S01005693,1223,760,98,231,7,25,40,62
S01005694,438,176,44,133,2,18,27,38
S01005695,429,192,48,100,5,19,41,24
S01005696,517,266,44,144,3,8,17,35
S01005697,523,202,59,131,4,17,52,58
S01005698,497,292,36,103,2,3,28,33
S01005699,769,264,86,187,12,30,77,113
S01005700,396,228,26,81,3,9,30,19
S01005701,596,202,82,202,7,22,52,29
S01005702,574,248,56,141,2,16,63,48
S01005703,484,322,22,92,1,8,13,26
S01005704,555,224,56,157,6,13,41,58
S01005705,728,420,82,142,3,15,28,38
S01005706,646,420,26,115,6,7,20,52
S01005707,457,178,46,127,-,22,45,39
S01005708,588,254,56,145,3,15,54,61
S01005709,623,284,68,154,4,11,57,45
S01005710,399,234,40,88,-,2,9,26
S01005711,786,430,68,166,5,24,36,57
S01005712,455,194,54,117,1,9,43,37
S01005713,497,268,46,95,2,14,26,46
S01005714,1005,542,96,217,10,29,34,77
S01005715,600,298,54,133,1,18,50,46
S01005716,456,312,16,65,4,2,10,47
S01005717,412,232,36,77,3,11,20,33
S01005718,692,250,84,192,9,23,63,71
S01005719,388,248,22,75,2,14,11,16
S01005720,595,372,24,126,4,22,19,28
S01005721,577,214,72,173,8,19,29,62
S01005722,424,280,26,76,1,5,15,21
S01005723,607,316,44,138,2,12,30,65
S01005724,481,312,32,94,4,8,14,17
S01005725,619,332,48,125,3,22,35,54
S01005726,873,532,82,160,5,15,32,47
S01005727,1031,584,166,174,6,25,41,35
S01005728,634,310,60,177,1,14,34,38
S01005729,476,202,60,121,2,15,42,34
S01005730,584,280,66,138,3,24,23,50
S01005731,668,344,70,149,8,11,34,52
S01005732,676,258,94,176,6,22,55,65
S01005733,583,372,50,94,6,8,22,31
S01005734,572,310,56,111,2,14,31,48
S01005735,559,318,66,116,-,15,21,23
S01005736,590,332,56,99,-,12,29,62
S01005737,604,262,76,163,2,22,42,37
S01005738,704,288,96,219,10,20,32,39
S01005739,657,394,72,134,2,10,19,26
S01005740,620,350,88,111,5,13,24,29
S01005741,847,472,52,194,4,26,36,63
