DataZone2001,simd2012score,simd2012rank,simd2012_sc_quintile,simd2012_sc_decile,simd2012_hb2006_quintile,simd2012_hb2006_decile,simd2012_hb2014_quintile,simd2012_hb2014_decile,simd2012_ca_quintile,simd2012_ca_decile,simd2012_chp2007_quintile,simd2012_chp2007_decile,simd2012_chp2011_quintile,simd2012_chp2011_decile,simd2012_chp2011sub_quintile,simd2012_chp2011sub_decile,simd2012_chp2012_quintile,simd2012_chp2012_decile,simd2012tp15,simd2012bt15,simd2012_inc_rate,simd2012_inc_dep_N,simd2012_inc_rank,simd2012_emp_rate,simd2012_emp_dep_N,simd2012_emp_rank,simd2012_hlth_score,simd2012_hlth_rank,simd2012_educ_score,simd2012_educ_rank,simd2012_house_score,simd2012_house_rank,simd2012_access_score,simd2012_access_rank,simd2012_crime_score,simd2012_crime_rank,total_pop_2010
S01005936,33.44280897,1322,1,2,2,3,2,3,1,2,1,2,1,2,1,2,1,2,0,0,18,145,1827,22,100,1202,0.733978485,1320,0.93546995,1020,28.8788222,1203,24.26570178,2165,435,2154,787
S01005937,6.568687346,5540,5,9,5,10,5,10,5,9,5,9,5,9,5,9,5,9,0,0,2,15,6205,6,25,4897,-1.683427001,6395,-1.161481722,5895,2.167182663,6372.5,42.62306316,879, ,5921,655
S01005938,31.98749917,1441,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,0,0,21,170,1458,20,105,1497,0.551249815,1746,0.922362597,1045,33.23782235,892,3.937114233,5605,852,696,807
S01005939,50.88591277,468,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,31,205,434,29,125,435,0.885678066,1015,1.326849035,422,44.04145078,489,8.247339549,4677,798,793,666
S01005940,22.70679902,2344,2,4,3,5,3,5,2,4,2,4,2,4,2,4,2,4,0,0,17,115,2126,17,80,1825,0.385049368,2181,-0.216594041,3761,18.32543444,2634,7.190924074,4910,540,1646,679
S01005941,5.143822949,5899,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,0,1,2,10,6329,3,10,6019,-1.836742117,6450,-1.471425209,6223,6.237816764,5665,44.59227508,807, ,5952,495
S01005942,32.36912791,1402,2,3,2,3,2,3,1,2,1,2,1,2,1,2,1,2,0,0,23,195,1142,24,120,820,0.568090762,1711,0.289555152,2493,12.77915633,4121,9.886649273,4341,197,4159,840
S01005943,19.76454647,2783,3,5,3,6,3,6,3,5,3,5,3,5,3,5,3,5,0,0,14,110,2764,15,70,2324,0.187714301,2702,-0.11932723,3495,17.45182013,2841,21.69809245,2465,295,3198,801
S01005944,21.19200387,2574,2,4,3,6,3,5,3,5,3,5,3,5,3,5,3,5,0,0,16,155,2262,15,85,2339,0.637304314,1558,-0.289338939,3976,20.02301496,2287,1.583443262,6162,518,1731,981
S01005945,20.89287469,2622,2,4,3,6,3,6,3,5,3,5,3,5,3,5,3,5,0,0,16,130,2218,14,65,2460,0.056654212,3053,0.259518809,2555,19.12442396,2470,12.94942278,3772,392,2429,792
S01005946,28.22455555,1748,2,3,2,4,2,4,2,3,2,3,2,3,2,3,2,3,0,0,16,120,2258,18,85,1798,0.617400561,1601,0.563290308,1853,25.39149888,1543,9.186763043,4494,1498,166,762
S01005947,56.54336124,310,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,31,230,409,32,140,307,1.063848674,721,1.820753563,82,29.00763359,1194,5.41624363,5284,647,1218,727
S01005948,29.19203302,1666,2,3,2,4,2,4,2,3,2,3,2,3,2,3,2,3,0,0,18,145,1850,16,80,2016,0.417308485,2095,0.83111686,1237,32.61183261,928,22.72335517,2338,778,838,787
S01005949,29.64588448,1634,2,3,2,4,2,4,2,3,2,3,2,3,2,3,2,3,0,0,24,145,1114,19,75,1680,0.206978008,2643,0.408543455,2202,16.03375527,3205,28.74796987,1706,332,2895,620
S01005950,33.87520744,1296,1,2,2,3,2,3,1,2,1,2,1,2,1,2,1,2,0,0,21,110,1377,24,85,889,0.645664844,1531,0.518718932,1961,18.60036832,2574,25.83182081,1992,277,3340,518
S01005951,47.43687113,597,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,30,345,487,29,215,480,1.05123953,738,1.063945151,774,33.80447585,863,0.154088649,6482,590,1427,1135
S01005952,37.17898359,1098,1,2,1,2,2,3,1,2,1,2,1,2,1,2,1,2,0,0,23,245,1150,24,170,817,0.695304042,1419,0.81388881,1266,18.77828054,2541,2.316712189,5990,1123,352,1061
S01005953,17.53882233,3145,3,5,4,7,4,7,3,6,3,6,3,6,3,6,3,6,0,0,12,150,3121,13,105,2830,0.313575462,2368,0.18824292,2730,19.97863248,2296,3.314372538,5740,357,2691,1246
S01005954,43.10754975,766,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,0,28,145,704,24,75,910,0.740823213,1303,1.059962952,784,33.92592593,858,19.63446812,2716,1085,384,533
S01005955,16.25179002,3359,3,6,4,7,4,7,3,6,3,6,3,6,3,6,3,6,0,0,10,70,3713,11,60,3259,-0.549632756,4710,0.014832636,3147,16.4410058,3111,12.53240358,3851,1402,201,729
S01005956,33.085907,1347,1,2,2,3,2,3,1,2,1,2,1,2,1,2,1,2,0,0,21,165,1369,22,115,1137,0.531156197,1784,0.615477634,1706,24.65116279,1624,19.20609504,2775,653,1191,769
S01005957,50.09283002,492,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,32,315,378,26,155,631,0.998714054,820,1.391851726,354,22.10743802,1931,6.885249109,4986,857,687,987
S01005958,36.42033422,1141,1,2,2,3,2,3,1,2,1,2,1,2,1,2,1,2,0,0,20,105,1563,23,75,950,0.986103568,843,0.850378697,1199,26.81281619,1386,12.11285375,3925,778,837,531
S01005959,56.50492142,311,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,33,175,334,32,100,309,1.453243786,291,1.151256297,639,27.96116505,1275,7.532202736,4840,1033,435,531
S01005960,29.91245174,1605,2,3,2,4,2,4,2,3,2,3,2,3,2,3,2,3,0,0,18,110,1801,16,50,2094,0.524410518,1805,1.347176967,397,22.61208577,1844,16.79978863,3121,105,5378,596
S01005961,41.92737813,807,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,0,26,295,849,24,170,941,0.905876829,986,1.2003109,574,26.375,1435,13.52991855,3683,775,845,1136
S01005962,32.01792504,1437,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,0,0,19,85,1726,23,60,1067,0.546932059,1752,0.937711151,1017,22.35067437,1887,10.06934175,4303,417,2263,456
S01005963,25.70185431,2009,2,3,2,4,2,4,2,4,2,4,2,4,2,4,2,4,0,0,21,130,1466,18,70,1792,-0.207410449,3758,0.513267607,1971,25.50458716,1529,14.19421611,3561,337,2854,617
S01005964,38.30594234,1008,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,0,26,180,893,23,105,963,0.723146155,1349,0.940623478,1008,34.54301075,824,8.905355288,4541,629,1265,706
S01005965,49.77637835,505,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,26,230,813,27,150,587,1.489963564,270,1.321426045,428,30.44554455,1077,16.70797444,3138,793,803,872
S01005966,43.40526408,747,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,0,26,320,837,23,165,1024,0.973097203,869,1.443205042,301,25.24271845,1558.5,17.07908529,3079,599,1386,1211
S01005967,47.28529391,610,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,31,290,432,26,140,649,1.114069691,652,0.885985427,1113,26.99662542,1364,2.533738804,5942,1223,286,930
S01005968,16.25788125,3358,3,6,4,7,4,7,3,6,3,6,3,6,3,6,3,6,0,0,10,115,3702,7,45,4463,0.443928684,2009,-0.642553287,4930,9.352517986,5045,48.11278013,692,417,2271,1200
S01005969,19.54537168,2826,3,5,3,6,3,6,3,5,3,5,3,5,3,5,3,5,0,0,13,90,2808,12,50,3042,0.288985063,2432,0.242291272,2604,15.2,3431,24.33294253,2158,338,2850,669
S01005970,30.59402886,1553,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,0,0,20,150,1600,21,105,1231,0.705622932,1393,0.596697088,1762,31.49309912,1010,9.09649637,4509,341,2816,760
S01005971,25.43926133,2037,2,3,3,5,3,5,2,4,2,4,2,4,2,4,2,4,0,0,19,85,1769,18,55,1808,0.059740456,3044,0.462365736,2092,41.796875,550,18.55777868,2861,203,4101,456
S01005972,20.48317295,2675,2,4,3,6,3,6,3,5,3,5,3,5,3,5,3,5,0,0,13,120,2868,13,70,2764,0.519468797,1818,0.224977556,2646,29.58280657,1150,7.823328493,4775,585,1459,907
S01005973,19.84619958,2765,3,5,3,6,3,6,3,5,3,5,3,5,3,5,3,5,0,0,14,120,2656,15,80,2376,0.338060087,2301,0.088997689,2984,17.11026616,2930,4.746132116,5428,483,1891,859
S01005974,38.34557071,1004,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,0,22,160,1302,27,125,563,0.768545613,1255,0.859127539,1182,29.3814433,1170,11.95226019,3949,404,2364,717
S01005975,43.5007169,743,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,0,27,175,730,25,100,748,0.952619222,910,1.229043791,536,34.47368421,829,11.99058865,3946,384,2489,645
S01005976,6.763755377,5484,5,9,5,9,5,9,5,9,5,9,5,9,5,9,5,9,0,0,5,40,5136,5,25,5346,-0.506499873,4602,-1.263805228,5998,14.24936387,3682,23.09533142,2295,132,5021,780
S01005977,21.49926198,2518,2,4,3,5,3,5,2,4,2,4,2,4,2,4,2,4,0,0,14,110,2625,14,70,2409,-0.073879432,3431,0.397078763,2224,17.66965429,2789,19.5493636,2729,680,1105,778
S01005978,10.21860686,4690,4,8,5,9,5,9,4,8,4,8,4,8,4,8,4,8,0,0,7,50,4471,7,30,4599,-0.353028106,4197,-1.076096171,5780,5.694444444,5770,34.25636808,1327,238,3723,683
S01005979,31.65408793,1457,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,0,0,19,155,1692,20,110,1362,0.443721029,2011,1.069739479,763,27.78947368,1293,20.55770773,2607,219,3915,809
S01005980,8.048132137,5169,4,8,5,9,5,9,5,9,5,9,5,9,5,9,5,9,0,0,4,25,5637,5,25,5145,-0.465956727,4494,-0.509826676,4564,9.896602659,4908,32.88069581,1423,87,5605,604
S01005981,20.95742972,2606,2,4,3,6,3,6,3,5,3,5,3,5,3,5,3,5,0,0,12,80,3144,14,65,2622,0.439509358,2021,0.086759141,2990,29.00552486,1195,32.88986069,1422,257,3531,676
S01005982,47.86291749,573,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,32,195,365,28,105,494,0.774676386,1244,0.825692217,1249,23.97260274,1688.5,24.43433721,2139,603,1368,615
S01005983,10.54259054,4603,4,7,5,9,5,9,4,8,4,8,4,8,4,8,4,8,0,0,7,65,4569,7,45,4462,-0.858825255,5424,-0.641933704,4924,12.76595745,4125,42.61515109,880,121,5154,936
S01005984,6.872623559,5449,5,9,5,9,5,9,5,9,5,9,5,9,5,9,5,9,0,0,3,30,5836,5,25,5318,-0.636364804,4933,-1.711952654,6364,7.473841555,5433,31.50164314,1511,339,2837,866
S01005985,25.56697277,2023,2,3,3,5,3,5,2,4,2,4,2,4,2,4,2,4,0,0,16,120,2237,18,85,1737,0.391525836,2164,0.280774691,2512,32.68998794,923,23.93719455,2203,373,2566,753
S01005986,5.990430667,5674,5,9,5,10,5,10,5,9,5,9,5,9,5,9,5,9,0,1,3,35,5938,3,25,6073,-0.817311792,5347,-1.40062572,6154,1.159793814,6468,35.69758604,1242,312,3059,1088
S01005987,34.02198025,1286,1,2,2,4,2,3,1,2,1,2,1,2,1,2,1,2,0,0,21,110,1417,18,55,1797,1.045463122,749,0.947456433,996,23.97260274,1688.5,14.58423024,3488,707,1007,520
S01005988,44.74371787,686,1,1,2,3,1,2,1,1,1,1,1,1,1,1,1,1,1,0,24,125,1026,27,85,584,0.745262939,1297,1.346454044,401,33.33333333,887,26.28747344,1943,617,1315,503
S01005989,5.794110273,5725,5,9,5,10,5,10,5,10,5,10,5,10,5,10,5,10,0,1,2,15,6291,4,15,5931,-0.984647107,5658,-0.956858988,5601,6.543209877,5618,41.77008664,929,73,5797,702
S01005990,67.61409318,130,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,39,445,121,38,315,92,1.673685159,160,1.012823326,874,25.90673575,1488,23.17810779,2289,816,764,1157
S01005991,28.58446082,1715,2,3,3,5,2,4,2,3,2,3,2,3,2,3,2,3,0,0,19,140,1787,21,100,1316,0.391159768,2166,0.641993206,1640,25.64971751,1519,14.93509222,3422,284,3297,761
S01005992,54.10196963,381,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,31,180,426,31,105,337,1.12816679,630,1.239164219,521,29.87179487,1128,20.82901025,2571,837,726,573
S01005993,10.19091985,4696,4,8,4,8,5,9,4,8,4,8,4,8,4,8,4,8,0,0,4,25,5647,7,35,4449,-0.363830648,4225,-0.387802352,4242,23.21204517,1774,32.613968,1433,207,4050,688
S01005994,25.10589083,2083,2,4,3,5,3,5,2,4,2,4,2,4,2,4,2,4,0,0,17,150,2040,15,85,2265,0.59155719,1660,0.56138542,1856,30.64687169,1059,17.91572918,2957,211,4009,889
S01005995,64.51976094,161,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,38,230,133,37,130,114,1.773474588,116,0.628643911,1671,33.38278932,884,14.28260914,3540,812,770,602
S01005996,9.075674657,4939,4,8,4,8,5,9,5,9,5,9,5,9,5,9,5,9,0,0,5,45,5170,5,35,5272,-0.477607221,4524,-0.181784024,3651,9.198423127,5079,31.78029375,1490,109,5334,940
S01005997,32.10522047,1426,2,3,2,4,2,3,2,3,2,3,2,3,2,3,2,3,0,0,21,115,1507,22,80,1071,0.294950693,2412,0.708682731,1494,26.11275964,1462,10.56068388,4223,857,689,556
S01005998,80.03649074,31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,48,280,18,37,150,102,1.735258997,137,1.875542349,69,30,1117,23.451443,2256,1973,76,583
S01005999,8.032216375,5175,4,8,5,9,5,9,5,9,5,9,5,9,5,9,5,9,0,0,4,45,5689,7,60,4376,-0.964793027,5632,-0.634257171,4893,8.055235903,5322,31.16726147,1528,133,5001,1270
S01006000,54.82080797,358,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,34,230,259,29,110,439,0.96052377,896,1.430535846,316,31.40589569,1013,14.22901923,3552,779,835,668
S01006001,16.05784017,3390,3,6,4,7,4,7,3,6,3,6,3,6,3,6,3,6,0,0,11,90,3336,10,50,3618,-0.563376807,4749,0.198545642,2712,15.40504648,3374,31.99201987,1477,384,2484,806
S01006002,27.02019417,1871,2,3,3,5,2,4,2,3,2,3,2,3,2,3,2,3,0,0,22,110,1358,18,55,1717,0.361769584,2231,-0.104326465,3448,30.4964539,1072,17.69161323,2998,400,2379,519
S01006003,36.80747459,1119,1,2,2,4,2,3,1,2,1,2,1,2,1,2,1,2,0,0,23,145,1226,27,95,581,0.563249724,1725,0.789392913,1310,18.11377246,2694,9.7028995,4379,444,2103,635
S01006004,10.06896549,4720,4,8,4,8,5,9,4,8,4,8,4,8,4,8,4,8,0,0,8,115,4204,6,60,5011,-0.784292599,5281,-0.335078499,4103,4.494382022,5992,29.22895028,1664,272,3385,1464
S01006005,27.64949913,1800,2,3,3,5,2,4,2,3,2,3,2,3,2,3,2,3,0,0,21,115,1461,18,55,1809,0.27835469,2452,0.333066904,2384,30.94384707,1041,22.12411472,2415,429,2199,553
S01006006,8.559554026,5056,4,8,4,8,5,9,5,9,5,9,5,9,5,9,5,9,0,0,5,40,5264,7,35,4638,-0.671105444,5024,-0.575481259,4719,3.773584906,6138,25.49509363,2025,309,3077,863
S01006007,50.08206722,493,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,32,155,393,29,90,429,1.111974619,655,0.821532014,1256,39.53488372,625,11.58997716,4019,890,629,487
S01006008,49.21645721,522,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,32,230,371,28,110,540,0.829530667,1119,1.377355641,365,34.23076923,842,9.32499781,4464,369,2599,716
S01006009,11.31245611,4410,4,7,4,8,4,8,4,8,4,8,4,8,4,8,4,8,0,0,5,30,5005,7,30,4565,-0.298881094,4042,-0.241167665,3842,30.05181347,1113,24.85688074,2096,407,2337,530
S01006010,3.743447704,6235,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,0,1,2,25,6212,4,25,5904,-0.718261618,5121,-1.275825889,6016,5.843439912,5744,16.05943566,3242,150,4767,1010
S01006011,37.80997484,1043,1,2,2,4,1,2,1,2,1,2,1,2,1,2,1,2,0,0,24,215,1024,22,120,1077,0.924662483,956,0.864206386,1164,26.54761905,1411,21.33391763,2513,434,2165,879
S01006012,50.12288332,490,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,27,215,742,31,150,367,1.259848642,479,1.062136685,779,26.47754137,1417,16.11307575,3232,1032,438,792
S01006013,2.820913092,6386,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,0,1,1,5,6450,1,5,6475,-1.629533171,6370,-1.448548341,6205,2.037037037,6383,24.43139146,2142,121,5160,594
S01006014,38.32102383,1007,1,2,2,3,1,2,1,2,1,2,1,2,1,2,1,2,1,0,26,170,889,22,90,1190,0.988187368,836,0.978106892,935,30.24691358,1098,10.56939495,4220,488,1868,666
S01006015,5.402308698,5838,5,9,5,10,5,10,5,10,5,10,5,10,5,10,5,10,0,1,5,40,5120,6,25,4831,-0.641506711,4948,-0.949030456,5584,4.301075269,6026.5,6.609736554,5052, ,6017,734
S01006016,5.158485417,5895,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,0,1,4,40,5640,6,40,4844,-1.202778333,5988,-0.910901811,5525,6.993736952,5525,12.18198451,3913,193,4227,1026
S01006017,25.37022149,2042,2,3,3,5,3,5,2,4,2,4,2,4,2,4,2,4,0,0,16,195,2194,15,110,2380,0.390255955,2168,0.509817986,1980,32.3782235,947,34.24690744,1330,346,2774,1198
S01006018,8.954602111,4964,4,8,4,8,5,9,5,9,5,9,5,9,5,9,5,9,0,0,6,65,4742,7,45,4616,-0.959738026,5622,-0.444354953,4397,5.399061033,5819,30.28904318,1584,88,5592,1045
S01006019,24.65868808,2128,2,4,3,5,3,5,2,4,2,4,2,4,2,4,2,4,0,0,16,210,2175,17,135,1942,0.77000932,1252,0.071909113,3018,18.42105263,2613,3.624003033,5677,662,1162,1270
S01006020,4.874763555,5968,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,0,1,4,35,5470,4,20,5595,-0.204779024,3746,-1.136078642,5864,6.463414634,5634,6.729157476,5024,78,5724,789
S01006021,11.01665306,4491,4,7,4,8,4,8,4,8,4,8,4,8,4,8,4,8,0,0,10,100,3682,8,55,3994,-0.012010957,3261,-0.601215724,4791,15.31631521,3397,4.33472964,5509,207,4052,1047
S01006022,37.39723293,1081,1,2,2,4,1,2,1,2,1,2,1,2,1,2,1,2,0,0,27,145,782,22,80,1156,0.546372083,1754,0.911771671,1065,31.5978456,1003,9.184177246,4495,777,843,534
S01006023,2.611708714,6418,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,0,1,1,10,6452,4,20,5715,-0.864631711,5436,-1.656628333,6331,2.290076336,6357,11.55856701,4026, ,6008,705
S01006024,39.39723324,952,1,2,2,3,1,2,1,2,1,2,1,2,1,2,1,2,1,0,26,195,853,27,105,614,0.953268682,909,0.540471531,1907,25.55948174,1527,8.526043554,4614,384,2482,753
S01006025,25.713026,2007,2,3,3,5,2,4,2,3,2,3,2,3,2,3,2,3,0,0,16,150,2212,19,110,1521,0.712240516,1380,0.462608377,2091,20.61068702,2172,3.434305549,5721,246,3630,927
S01006026,29.0983714,1673,2,3,3,5,2,4,2,3,2,3,2,3,2,3,2,3,0,0,21,165,1432,18,85,1686,0.77096615,1249,0.623303249,1684,25.31806616,1550,10.62865667,4205,119,5180,775
S01006027,5.435136454,5825,5,9,5,10,5,10,5,10,5,10,5,10,5,10,5,10,0,1,6,40,4929,5,25,5177,-0.729462609,5145,-0.984598174,5652,9.592641261,4991,1.685611199,6132,291,3230,719
S01006028,12.82074144,4074,4,7,4,8,4,8,4,7,4,7,4,7,4,7,4,7,0,0,10,60,3695,11,45,3220,-0.62070392,4897,-0.423485461,4346,20.3525641,2230,1.859455501,6094,688,1075,629
S01006029,7.532987459,5297,5,9,5,9,5,9,5,9,5,9,5,9,5,9,5,9,0,0,6,45,4815,9,45,3838,-0.7002738,5081,-0.871149988,5436,12.85140562,4103,1.802076663,6105,224,3868,780
S01006030,4.86774432,5970,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,0,1,4,40,5441,6,30,5091,-0.582996261,4801,-1.271686532,6008,8.553326294,5224,3.330619504,5736,230,3819,893
S01006031,19.68616933,2798,3,5,3,6,3,6,3,5,3,5,3,5,3,5,3,5,0,0,14,190,2624,14,120,2454,0.495553827,1896,0.071727461,3020,16.66666667,3052.5,9.308365374,4466,169,4527,1337
S01006032,30.7700162,1535,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,0,0,18,170,1798,22,125,1104,0.932695289,946,0.339354043,2366,34.7972973,811,1.307125724,6227,525,1707,926
S01006033,14.25154386,3785,3,6,4,7,4,7,4,7,4,7,4,7,4,7,4,7,0,0,9,100,3966,7,55,4408,-0.701556323,5084,0.309723065,2435,19.14285714,2463,30.55162159,1569,514,1752,1143
S01006034,40.89890547,873,1,2,2,3,1,2,1,2,1,2,1,2,1,2,1,2,1,0,23,375,1144,24,245,913,1.085201771,687,1.347488075,396,29.44369064,1162,6.335440451,5111,462,2009,1599
S01006035,19.54369927,2827,3,5,3,6,3,6,3,5,3,5,3,5,3,5,3,5,0,0,12,105,3014,15,75,2329,0.19204593,2690,0.059330916,3041,23.03719008,1798,14.8762489,3428,405,2349,837
S01006036,10.75792254,4551,4,7,4,8,4,8,4,8,4,8,4,8,4,8,4,8,0,0,6,140,4853,6,100,4784,-0.765924716,5241,-0.167745388,3618,9.888751545,4912,39.13237056,1041,235,3765,2344
S01006037,16.04002991,3395,3,6,4,7,4,7,3,6,3,6,3,6,3,6,3,6,0,0,13,110,2977,12,70,3009,-0.113113739,3530,-0.025371451,3241,27.79017857,1292,10.28334815,4257,199,4147,882
S01006038,10.75206802,4555,4,7,4,8,5,9,4,8,4,8,4,8,4,8,4,8,0,0,9,70,3956,8,35,4140,0.196926586,2679,-0.581083047,4738,9.64028777,4975,1.838848602,6100,253,3567,787
S01006039,15.46584903,3505,3,6,4,7,4,7,3,6,3,6,3,6,3,6,3,6,0,0,12,100,3142,11,55,3267,0.042767245,3099,-0.166000124,3612,18.24729892,2662,11.14174388,4092,345,2779,844
S01006040,57.60140824,281,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,34,280,262,29,145,477,0.860042955,1059,1.67480922,141,26.40522876,1428,24.27754513,2163,1241,274,818
S01006041,46.89750725,624,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,30,250,511,30,135,378,0.988071368,838,0.665504003,1584,30.72625698,1056,0.146086474,6484,951,529,835
S01006042,20.90030251,2618,2,4,3,6,3,6,3,5,3,5,3,5,3,5,3,5,0,0,14,120,2611,17,85,1935,0.191897956,2691,0.253218538,2573,18.52731591,2588,12.32720573,3882,149,4782,822
S01006043,14.3217435,3769,3,6,4,7,4,7,4,7,4,7,4,7,4,7,4,7,0,0,12,70,3057,11,40,3290,0.185100308,2706,-0.422057287,4338,12.72141707,4140,2.670506662,5903,289,3250,579
S01006044,19.64465584,2810,3,5,3,6,3,6,3,5,3,5,3,5,3,5,3,5,0,0,14,125,2717,12,60,2910,0.950288236,916,-0.655528971,4959,16.92307692,2976,3.107168113,5805,539,1648,911
S01006045,11.20537282,4440,4,7,4,8,4,8,4,8,4,8,4,8,4,8,4,8,0,0,9,55,3964,9,40,3968,-0.399849838,4312,-0.033172343,3258,20.99697885,2113,6.540241802,5064,175,4454,651
S01006046,14.51924552,3726,3,6,4,7,4,7,4,7,4,7,4,7,4,7,4,7,0,0,11,100,3471,9,55,3856,-0.580754364,4794,0.488430852,2033,35.06650544,789,5.510824101,5260,437,2150,958
S01006047,31.97301051,1442,2,3,2,4,2,3,2,3,2,3,2,3,2,3,2,3,0,0,20,140,1602,22,95,1128,0.570493638,1704,0.866245057,1153,28.38196286,1235,16.79354984,3123,189,4279,710
S01006048,4.39268815,6073,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,0,1,5,40,5246,6,25,5057,-1.418514651,6234,-1.018232444,5706,7.133917397,5497,7.033772276,4948,113,5265,811
S01006049,22.47555964,2373,2,4,3,6,3,5,2,4,2,4,2,4,2,4,2,4,0,0,19,150,1660,16,70,2135,0.302419933,2394,-0.00206653,3187,14.19354839,3698,9.433731945,4433,186,4319,770
S01006050,21.62451545,2497,2,4,3,6,3,5,2,4,2,4,2,4,2,4,2,4,0,0,16,125,2267,15,75,2343,0.35455843,2256,0.217967416,2662,20.44134727,2209,8.40547484,4640,431,2182,782
S01006051,16.3359491,3341,3,5,4,7,4,7,3,6,3,6,3,6,3,6,3,6,0,0,13,105,2935,11,65,3187,-0.429797413,4399,0.149360667,2828,27.84150156,1283,11.8230331,3972,422,2237,837
S01006052,6.405248531,5580,5,9,5,9,5,10,5,9,5,9,5,9,5,9,5,9,0,1,6,45,4916,6,35,4725,-0.423559732,4384,-0.94654877,5580,19.17989418,2457,2.251705432,6015,120,5169,768
S01006053,11.43684904,4383,4,7,4,8,4,8,4,8,4,8,4,8,4,8,4,8,0,0,9,70,3952,8,40,4111,-0.021010459,3292,-0.374360597,4204,13.7254902,3858.5,14.23618672,3549,155,4715,808
S01006054,11.21168108,4437,4,7,4,8,4,8,4,8,4,8,4,8,4,8,4,8,0,0,9,65,3830,9,45,3682,-0.461329563,4479,-0.183585439,3658,24.01091405,1683,1.71346411,6128,203,4109,707
S01006055,9.749017272,4794,4,8,4,8,5,9,5,9,5,9,5,9,5,9,5,9,0,0,7,55,4481,8,45,4164,-0.754582624,5214,-0.263238252,3907,19.15584416,2460,1.591404323,6161,589,1431,800
S01006056,4.871339465,5969,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,0,1,3,25,6138,4,25,5688,-1.000221762,5693,-0.884118793,5469,7.8125,5361,25.10757031,2073,124,5113,999
S01006057,37.31397721,1089,1,2,2,4,1,2,1,2,1,2,1,2,1,2,1,2,0,0,25,170,1002,21,95,1318,0.731571851,1328,1.16552054,626,41.19782214,574,0.63126595,6382,867,662,700
S01006058,52.37180534,422,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,28,205,668,28,125,517,1.492426266,269,1.587268239,206,33.41463415,880,6.477271484,5078,722,969,730
S01006059,36.08369969,1158,1,2,2,4,2,3,1,2,1,2,1,2,1,2,1,2,0,0,23,175,1194,25,105,803,0.826367465,1124,0.897413675,1095,27.6119403,1310,2.724565892,5891,255,3541,767
S01006060,36.65392731,1128,1,2,2,4,2,3,1,2,1,2,1,2,1,2,1,2,0,0,26,170,818,22,85,1076,1.048113071,742,0.454742377,2110,25,1586,6.165795277,5139,462,2003,636
S01006061,62.82556728,187,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,34,195,268,36,150,147,1.180662685,554,1.436462824,308,55.23952096,242,0.833566942,6330,2113,66,572
S01006062,53.53387352,397,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,31,200,412,32,130,314,1.384889785,343,1.032250202,830,29.73760933,1138,3.781790128,5643,893,621,636
